AVG,ROWNO,PREAVG_2,MM_0,PUM_NAME,PREAVG_1,MM_1,UNIT_NAME,MM_2,GRADE_NAME
"28,439",337,"28,439",202507,콜라비(일반),"28,439",202506,  15키로상자,202505,하
"13,626",338,"11,280",202507,토마토,"9,562",202506,   5키로상자,202505,상
"11,194",339,"9,840",202507,토마토,"7,703",202506,   5키로상자,202505,중
"7,760",340,"7,460",202507,토마토,"5,896",202506,   5키로상자,202505,하
"23,366",341,"22,046",202507,토마토,"18,252",202506,  10키로상자,202505,특
"21,208",342,"20,989",202507,토마토,"16,341",202506,  10키로상자,202505,상
"17,584",343,"19,329",202507,토마토,"13,154",202506,  10키로상자,202505,중
"13,083",344,"16,512",202507,토마토,"9,982",202506,  10키로상자,202505,하
"7,916",345,"10,383",202507,팽이버섯,"8,736",202506,   5키로상자,202505,특
"7,528",346,"10,126",202507,팽이버섯,"8,443",202506,   5키로상자,202505,상
"5,927",347,"9,242",202507,팽이버섯,"7,535",202506,   5키로상자,202505,중
"4,969",348,"8,622",202507,팽이버섯,"7,330",202506,   5키로상자,202505,하
"22,296",349,"9,500",202507,포도 거봉,"25,067",202506,   2키로상자,202505,특
"18,872",350,"9,250",202507,포도 거봉,"23,386",202506,   2키로상자,202505,상
"15,844",351,"8,302",202507,포도 거봉,"19,842",202506,   2키로상자,202505,중
"12,692",352,"7,664",202507,포도 거봉,"16,695",202506,   2키로상자,202505,하
"23,577",353,"23,000",202507,포도 거봉,"23,000",202506,   4키로상자,202505,특
"22,875",354,"22,500",202507,포도 거봉,"22,500",202506,   4키로상자,202505,상
"18,788",355,"18,297",202507,포도 거봉,"18,297",202506,   4키로상자,202505,중
"11,860",356,"11,071",202507,포도 거봉,"11,071",202506,   4키로상자,202505,하
"9,500",357,"9,500",202507,포도 마스캇베리에이,"9,500",202506,   3키로상자,202505,특
"8,510",358,"8,510",202507,포도 마스캇베리에이,"8,510",202506,   3키로상자,202505,상
"4,724",359,"4,724",202507,포도 마스캇베리에이,"4,724",202506,   3키로상자,202505,중
"3,947",360,"3,947",202507,포도 마스캇베리에이,"3,947",202506,   3키로상자,202505,하
"22,633",361,"9,000",202507,포도 샤인마스캣,"13,340",202506,   2키로상자,202505,특
"20,433",362,"8,448",202507,포도 샤인마스캣,"12,750",202506,   2키로상자,202505,상
"16,773",363,"6,964",202507,포도 샤인마스캣,"11,155",202506,   2키로상자,202505,중
"12,534",364,"5,860",202507,포도 샤인마스캣,"9,798",202506,   2키로상자,202505,하
"40,846",365,"22,857",202507,포도 샤인마스캣,"26,114",202506,   4키로상자,202505,특
"36,949",366,"19,250",202507,포도 샤인마스캣,"22,220",202506,   4키로상자,202505,상
"33,351",367,"14,695",202507,포도 샤인마스캣,"17,425",202506,   4키로상자,202505,중
"26,640",368,"10,667",202507,포도 샤인마스캣,"13,347",202506,   4키로상자,202505,하
"7,212",369,"6,000",202507,포도 캠벨얼리,"6,000",202506,   2키로상자,202505,특
"10,250",370,"10,250",202507,포도 캠벨얼리,"10,250",202506,   2키로상자,202505,상
"6,517",371,"5,816",202507,포도 캠벨얼리,"5,816",202506,   2키로상자,202505,중
"4,892",372,"4,574",202507,포도 캠벨얼리,"4,574",202506,   2키로상자,202505,하
"20,453",373,"9,781",202507,포도 캠벨얼리,"9,781",202506,   3키로상자,202505,특
"19,038",374,"8,281",202507,포도 캠벨얼리,"8,281",202506,   3키로상자,202505,상
"15,759",375,"5,301",202507,포도 캠벨얼리,"5,301",202506,   3키로상자,202505,중
"11,072",376,"3,462",202507,포도 캠벨얼리,"3,462",202506,   3키로상자,202505,하
"11,625",377,"11,625",202507,포도 캠벨얼리,"11,625",202506,   5키로상자,202505,특
"8,929",378,"8,929",202507,포도 캠벨얼리,"8,929",202506,   5키로상자,202505,상
"8,000",379,"8,000",202507,포도 캠벨얼리,"8,000",202506,   5키로상자,202505,중
"7,900",380,"7,900",202507,포도 캠벨얼리,"7,900",202506,   5키로상자,202505,하
"32,647",381,"32,035",202507,호박고구마,"33,906",202506,  10키로상자,202505,특
"25,876",382,"27,816",202507,호박고구마,"26,329",202506,  10키로상자,202505,상
"16,736",383,"20,769",202507,호박고구마,"16,076",202506,  10키로상자,202505,중
"6,923",384,"10,678",202507,호박고구마,"6,502",202506,  10키로상자,202505,하
"24,000",385,"24,000",202507,호박밤고구마,"24,000",202506,  10키로상자,202505,특
"22,434",386,"22,434",202507,호박밤고구마,"22,434",202506,  10키로상자,202505,상
"19,156",387,"19,156",202507,호박밤고구마,"19,156",202506,  10키로상자,202505,중
"13,652",388,"13,652",202507,호박밤고구마,"13,652",202506,  10키로상자,202505,하
"60,522",389,"73,131",202507,홍고추,"88,639",202506,  10키로상자,202505,특
"51,719",390,"71,197",202507,홍고추,"84,375",202506,  10키로상자,202505,상
"38,825",391,"67,400",202507,홍고추,"75,115",202506,  10키로상자,202505,중
"26,683",392,"57,472",202507,홍고추,"47,299",202506,  10키로상자,202505,하
"52,192",393,"38,577",202507,홍청양고추,"41,770",202506,  10키로상자,202505,특
"47,170",394,"33,999",202507,홍청양고추,"37,447",202506,  10키로상자,202505,상
"32,545",395,"29,224",202507,홍청양고추,"30,017",202506,  10키로상자,202505,중
"24,644",396,"20,925",202507,홍청양고추,"21,490",202506,  10키로상자,202505,하
"22,000",397,"22,000",202507,홍피망,"22,000",202506,  10키로상자,202505,특
"40,000",398,"40,000",202507,홍피망,"40,000",202506,  10키로상자,202505,상
"33,750",399,"33,750",202507,홍피망,"33,750",202506,  10키로상자,202505,중
"19,500",400,"19,500",202507,홍피망,"19,500",202506,  10키로상자,202505,하
